X,Y,ID,SER,PERMIT,CR,DR,LOCATION,DATE,CD,TG,GD,MODEL,THEME,CITY,LAT,LON,TOOLTIP
-118.446800000065,34.1719999998805,1,EV277,,NE,WB,BURBANK NS VAN NUYS,1994/01/12 00:00:00+00,2,562,A1,A,AD SHELTERS,LOS ANGELES,34.172,-118.4468,Type: AD SHELTERS\nLocation:  BURBANK NS VAN NUYS\nCouncil District:  2\nDate:  1/12/1994\nSerial: EV277\nPermit:  
-118.413600000015,34.2216000000297,2,EV064,,SW,SB,COLDWATER CYN. FS ROSCOE,1982/09/29 00:00:00+00,2,532,E2,A,AD SHELTERS,LOS ANGELES,34.2216,-118.4136,Type: AD SHELTERS\nLocation:  COLDWATER CYN. FS ROSCOE\nCouncil District:  2\nDate:  9/29/1982\nSerial: EV064\nPermit:  
-118.287799999941,34.2484000001048,3,EV094,,NE,WB,FOOTHILL NS COMMERCE,1983/12/15 00:00:00+00,2,504,A5,A,AD SHELTERS,LOS ANGELES,34.2484,-118.2878,Type: AD SHELTERS\nLocation:  FOOTHILL NS COMMERCE\nCouncil District:  2\nDate:  12/15/1983\nSerial: EV094\nPermit:  
-118.317300000135,34.2596000000597,4,EV096,,SE,EB,FOOTHILL FS FLORALITA,1983/12/14 00:00:00+00,2,503,G3,A,AD SHELTERS,LOS ANGELES,34.2596,-118.3173,Type: AD SHELTERS\nLocation:  FOOTHILL FS FLORALITA\nCouncil District:  2\nDate:  12/14/1983\nSerial: EV096\nPermit:  
-118.300400000085,34.2579000001311,5,LA011,,NW,NB,FOOTHILL FS WYNGATE,1979/09/29 00:00:00+00,2,503,J3,B,AD SHELTERS,LOS ANGELES,34.2579,-118.3004,Type: AD SHELTERS\nLocation:  FOOTHILL FS WYNGATE\nCouncil District:  2\nDate:  9/29/1979\nSerial: LA011\nPermit:  
-118.309799999964,34.2596999999465,6,EV211,,NE,WB,FOOTHILL NS McVINE,1989/01/31 00:00:00+00,2,503,G3,A,AD SHELTERS,LOS ANGELES,34.2597,-118.3098,Type: AD SHELTERS\nLocation:  FOOTHILL NS McVINE\nCouncil District:  2\nDate:  1/31/1989\nSerial: EV211\nPermit:  
-118.275799999847,34.2466999999816,7,EV172,,NE,WB,FOOTHILL NS TUJUNGA CYN.,1989/01/31 00:00:00+00,2,504,B5,A,AD SHELTERS,LOS ANGELES,34.2467,-118.2758,Type: AD SHELTERS\nLocation:  FOOTHILL NS TUJUNGA CYN.\nCouncil District:  2\nDate:  1/31/1989\nSerial: EV172\nPermit:  
-118.306100000107,34.2596000000597,8,EV095,,SW,EB,FOOTHILL NS WOODWARD,1982/11/05 00:00:00+00,2,503,H3,A,AD SHELTERS,LOS ANGELES,34.2596,-118.3061,Type: AD SHELTERS\nLocation:  FOOTHILL NS WOODWARD\nCouncil District:  2\nDate:  11/5/1982\nSerial: EV095\nPermit:  
-118.354300000051,34.2183999998994,9,EV282,,SE,NB,GLENOAKS NS COHASSET,1993/12/02 00:00:00+00,2,533,D4,A,AD SHELTERS,LOS ANGELES,34.2184,-118.3543,Type: AD SHELTERS\nLocation:  GLENOAKS NS COHASSET\nCouncil District:  2\nDate:  12/2/1993\nSerial: EV282\nPermit:  
-118.375299999991,34.2384000000701,10,EV533,,SE,NB,GLENOAKS NS PENDLETON,2002/02/14 00:00:00+00,2,502,J6,D2MG,AD SHELTERS,LOS ANGELES,34.2384,-118.3753,Type: AD SHELTERS\nLocation:  GLENOAKS NS PENDLETON\nCouncil District:  2\nDate:  2/14/2002\nSerial: EV533\nPermit:  
-118.381500000055,34.2450999998377,11,EV532,,SE,NB,GLENOAKS NS PEORIA,2002/02/07 00:00:00+00,2,502,J6,D2MG,AD SHELTERS,LOS ANGELES,34.2451,-118.3815,Type: AD SHELTERS\nLocation:  GLENOAKS NS PEORIA\nCouncil District:  2\nDate:  2/7/2002\nSerial: EV532\nPermit:  
-118.395599999873,34.1690000000315,12,EV218,,NE,NB,LAUREL CYN. FS CHANDLER,1992/10/29 00:00:00+00,2,562,G2,A,AD SHELTERS,LOS ANGELES,34.169,-118.3956,Type: AD SHELTERS\nLocation:  LAUREL CYN. FS CHANDLER\nCouncil District:  2\nDate:  10/29/1992\nSerial: EV218\nPermit:  
-118.395699999882,34.1830999998519,13,EV125,,SW,SB,LAUREL CYN. FS ERWIN,1984/05/04 00:00:00+00,2,532,G7,A,AD SHELTERS,LOS ANGELES,34.1831,-118.3957,Type: AD SHELTERS\nLocation:  LAUREL CYN. FS ERWIN\nCouncil District:  2\nDate:  5/4/1984\nSerial: EV125\nPermit:  
-118.395699999882,34.1830999998519,14,EV129,,SE,NB,LAUREL CYN. NS ERWIN,1983/05/06 00:00:00+00,2,532,G7,A,AD SHELTERS,LOS ANGELES,34.1831,-118.3957,Type: AD SHELTERS\nLocation:  LAUREL CYN. NS ERWIN\nCouncil District:  2\nDate:  5/6/1983\nSerial: EV129\nPermit:  
-118.395599999873,34.1901999998521,15,EV127,,NE,NB,LAUREL CYN. FS KITTRIDGE,1983/12/12 00:00:00+00,2,532,G6,B,AD SHELTERS,LOS ANGELES,34.1902,-118.3956,Type: AD SHELTERS\nLocation:  LAUREL CYN. FS KITTRIDGE\nCouncil District:  2\nDate:  12/12/1983\nSerial: EV127\nPermit:  
-118.395599999873,34.186600000037,16,EV016,,SW,SB,LAUREL CYN. FS VICTORY,1982/09/28 00:00:00+00,2,532,G6,A,AD SHELTERS,LOS ANGELES,34.1866,-118.3956,Type: AD SHELTERS\nLocation:  LAUREL CYN. FS VICTORY\nCouncil District:  2\nDate:  9/28/1982\nSerial: EV016\nPermit:  
-118.395599999873,34.1647999999396,17,EV142,,SE,NB,LAUREL CYN. NS MAGNOLIA BL.,1984/08/01 00:00:00+00,2,562,G2,A,AD SHELTERS,LOS ANGELES,34.1648,-118.3956,Type: AD SHELTERS\nLocation:  LAUREL CYN. NS MAGNOLIA BL.\nCouncil District:  2\nDate:  8/1/1984\nSerial: EV142\nPermit:  
-118.395599999873,34.1575999998808,18,EV004,,SE,NB,LAUREL CYN. NS RIVERSIDE DR.,1982/11/01 00:00:00+00,2,562,G3,B,AD SHELTERS,LOS ANGELES,34.1576,-118.3956,Type: AD SHELTERS\nLocation:  LAUREL CYN. NS RIVERSIDE DR.\nCouncil District:  2\nDate:  11/1/1982\nSerial: EV004\nPermit:  
-118.39579999989,34.1456999998494,19,EV042,,NE,NB,LAUREL CYN. FS VENTURA,2000/07/28 00:00:00+00,2,562,G5,A,AD SHELTERS,LOS ANGELES,34.1457,-118.3958,Type: AD SHELTERS\nLocation:  LAUREL CYN. FS VENTURA\nCouncil District:  2\nDate:  7/28/2000\nSerial: EV042\nPermit:  
-118.395699999882,34.1793999998497,20,EV015,,NE,WB,OXNARD NS LAUREL CYN.,1982/09/22 00:00:00+00,2,532,G7,A,AD SHELTERS,LOS ANGELES,34.1794,-118.3957,Type: AD SHELTERS\nLocation:  OXNARD NS LAUREL CYN.\nCouncil District:  2\nDate:  9/22/1982\nSerial: EV015\nPermit:  
-118.385699999953,34.1575999998808,21,EV001,,SE,EB,RIVERSIDE DR. FS COLFAX,1982/04/13 00:00:00+00,2,562,H4,A,AD SHELTERS,LOS ANGELES,34.1576,-118.3857,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. FS COLFAX\nCouncil District:  2\nDate:  4/13/1982\nSerial: EV001\nPermit:  
-118.421799999794,34.1573999998905,22,EV149,,NW,WB,RIVERSIDE DR. FS FULTON,1987/01/20 00:00:00+00,2,562,D3,A,AD SHELTERS,LOS ANGELES,34.1574,-118.4218,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. FS FULTON\nCouncil District:  2\nDate:  1/20/1987\nSerial: EV149\nPermit:  
-118.438599999836,34.1573999998905,23,EV044,,SE,EB,RIVERSIDE DR. FS HAZELTINE,1982/09/01 00:00:00+00,2,562,B3,A,AD SHELTERS,LOS ANGELES,34.1574,-118.4386,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. FS HAZELTINE\nCouncil District:  2\nDate:  9/1/1982\nSerial: EV044\nPermit:  
-118.439599999919,34.1573999998905,24,EV143,,NW,WB,RIVERSIDE DR. FS HAZELTINE,1984/07/30 00:00:00+00,2,562,B3,A,AD SHELTERS,LOS ANGELES,34.1574,-118.4396,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. FS HAZELTINE\nCouncil District:  2\nDate:  7/30/1984\nSerial: EV143\nPermit:  
-118.433499999864,34.1614000000066,25,EV144,,SE,EB,RIVERSIDE DR. FS RANCHITO,1984/07/31 00:00:00+00,2,562,B3,A,AD SHELTERS,LOS ANGELES,34.1614,-118.4335,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. FS RANCHITO\nCouncil District:  2\nDate:  7/31/1984\nSerial: EV144\nPermit:  
-118.430700000081,34.1573999998905,26,EV005,,NW,WB,RIVERSIDE DR. FS WOODMAN,1982/09/01 00:00:00+00,2,562,C3,A,AD SHELTERS,LOS ANGELES,34.1574,-118.4307,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. FS WOODMAN\nCouncil District:  2\nDate:  9/1/1982\nSerial: EV005\nPermit:  
-118.430700000081,34.1573999998905,27,EV145,,SW,EB,RIVERSIDE DR. NS WOODMAN,1984/08/17 00:00:00+00,2,562,C3,B,AD SHELTERS,LOS ANGELES,34.1574,-118.4307,Type: AD SHELTERS\nLocation:  RIVERSIDE DR. NS WOODMAN\nCouncil District:  2\nDate:  8/17/1984\nSerial: EV145\nPermit:  
-118.414000000048,34.2065999999531,28,EV019,,NE,WB,SATICOY NS COLDWATER CYN.,1982/09/28 00:00:00+00,2,532,E4,A,AD SHELTERS,LOS ANGELES,34.2066,-118.414,Type: AD SHELTERS\nLocation:  SATICOY NS COLDWATER CYN.\nCouncil District:  2\nDate:  9/28/1982\nSerial: EV019\nPermit:  
-118.407399999951,34.2011000001135,29,EV222,,SE,EB,SHERMAN WAY FS BELLAIR-3-2,1990/02/08 00:00:00+00,2,532,E4,A,AD SHELTERS,LOS ANGELES,34.2011,-118.4074,Type: AD SHELTERS\nLocation:  SHERMAN WAY FS BELLAIR-3-2\nCouncil District:  2\nDate:  2/8/1990\nSerial: EV222\nPermit:  
-118.409000000083,34.2012000000242,30,EV224,,NW,WB,SHERMAN WAY FS BELLAIRE,1988/12/20 00:00:00+00,2,532,E4,A,AD SHELTERS,LOS ANGELES,34.2012,-118.409,Type: AD SHELTERS\nLocation:  SHERMAN WAY FS BELLAIRE\nCouncil District:  2\nDate:  12/20/1988\nSerial: EV224\nPermit:  
-118.411799999866,34.2015000001591,31,EV387,,NE,WB,Sherman Way NS Coldwater Cyn. Bl.,2000/07/28 00:00:00+00,2,532,E4,A,AD SHELTERS,LOS ANGELES,34.2015,-118.4118,Type: AD SHELTERS\nLocation:  Sherman Way NS Coldwater Cyn. Bl.\nCouncil District:  2\nDate:  7/28/2000\nSerial: EV387\nPermit:  
-118.426000000142,34.2012000000242,32,EV137,,SE,EB,SHERMAN WAY FS WOODMAN,1984/07/30 00:00:00+00,2,532,C4,A,AD SHELTERS,LOS ANGELES,34.2012,-118.426,Type: AD SHELTERS\nLocation:  SHERMAN WAY FS WOODMAN\nCouncil District:  2\nDate:  7/30/1984\nSerial: EV137\nPermit:  
-118.436800000137,34.2012000000242,33,EV223,,NW,WB,SHERMAN WAY FS WOODMAN,1990/08/23 00:00:00+00,2,532,C4,A,AD SHELTERS,LOS ANGELES,34.2012,-118.4368,Type: AD SHELTERS\nLocation:  SHERMAN WAY FS WOODMAN\nCouncil District:  2\nDate:  8/23/1990\nSerial: EV223\nPermit:  
-118.448000000165,34.1600999999312,34,EV253,,SE,NB,VAN NUYS NS ADDISON,1990/02/08 00:00:00+00,2,562,A3,A,AD SHELTERS,LOS ANGELES,34.1601,-118.448,Type: AD SHELTERS\nLocation:  VAN NUYS NS ADDISON\nCouncil District:  2\nDate:  2/8/1990\nSerial: EV253\nPermit:  
-118.448000000165,34.1710999999366,35,EV059,,SE,NB,VAN NUYS NS BURBANK,1982/08/19 00:00:00+00,2,562,A2,A,AD SHELTERS,LOS ANGELES,34.1711,-118.448,Type: AD SHELTERS\nLocation:  VAN NUYS NS BURBANK\nCouncil District:  2\nDate:  8/19/1982\nSerial: EV059\nPermit:  
-118.448000000165,34.1722999998348,36,EV045,,NW,SB,VAN NUYS NS BURBANK,1982/08/21 00:00:00+00,2,562,A2,A,AD SHELTERS,LOS ANGELES,34.1723,-118.448,Type: AD SHELTERS\nLocation:  VAN NUYS NS BURBANK\nCouncil District:  2\nDate:  8/21/1982\nSerial: EV045\nPermit:  
-118.448100000173,34.1581000000142,37,EV009,,NE,NB,VAN NUYS FS RIVERSIDE DR.,1982/10/29 00:00:00+00,2,562,A3,B,AD SHELTERS,LOS ANGELES,34.1581,-118.4481,Type: AD SHELTERS\nLocation:  VAN NUYS FS RIVERSIDE DR.\nCouncil District:  2\nDate:  10/29/1982\nSerial: EV009\nPermit:  
-118.448100000173,34.1581999999829,38,EV008,,NW,SB,VAN NUYS NS RIVERSIDE DR.,1982/08/19 00:00:00+00,2,562,A3,A,AD SHELTERS,LOS ANGELES,34.1582,-118.4481,Type: AD SHELTERS\nLocation:  VAN NUYS NS RIVERSIDE DR.\nCouncil District:  2\nDate:  8/19/1982\nSerial: EV008\nPermit:  
-118.412199999899,34.1938999998406,39,EV018,,NE,WB,VANOWEN NS COLDWATER CYN.,1982/09/01 00:00:00+00,2,532,E5,A,AD SHELTERS,LOS ANGELES,34.1939,-118.4122,Type: AD SHELTERS\nLocation:  VANOWEN NS COLDWATER CYN.\nCouncil District:  2\nDate:  9/1/1982\nSerial: EV018\nPermit:  
-118.387100000069,34.1937999998166,40,EV020,,SW,EB,VANOWEN NS LANKERSHIM,1982/09/22 00:00:00+00,2,532,H5,A,AD SHELTERS,LOS ANGELES,34.1938,-118.3871,Type: AD SHELTERS\nLocation:  VANOWEN NS LANKERSHIM\nCouncil District:  2\nDate:  9/22/1982\nSerial: EV020\nPermit:  
-118.395599999873,34.1937999998166,41,EV021,,NW,WB,VANOWEN FS LAUREL CYN.,1982/09/01 00:00:00+00,2,532,G5,A,AD SHELTERS,LOS ANGELES,34.1938,-118.3956,Type: AD SHELTERS\nLocation:  VANOWEN FS LAUREL CYN.\nCouncil District:  2\nDate:  9/1/1982\nSerial: EV021\nPermit:  
-118.400299999813,34.1938999998406,42,EV195,,NW,WB,VANOWEN FS LAURELGROVE,1990/08/23 00:00:00+00,2,532,F5,A,AD SHELTERS,LOS ANGELES,34.1939,-118.4003,Type: AD SHELTERS\nLocation:  VANOWEN FS LAURELGROVE\nCouncil District:  2\nDate:  8/23/1990\nSerial: EV195\nPermit:  
-118.36839999987,34.1938999998406,43,EV050,,NE,WB,VANOWEN NS VINELAND,1982/09/22 00:00:00+00,2,533,A5,A,AD SHELTERS,LOS ANGELES,34.1939,-118.3684,Type: AD SHELTERS\nLocation:  VANOWEN NS VINELAND\nCouncil District:  2\nDate:  9/22/1982\nSerial: EV050\nPermit:  
-118.429199999957,34.1937999998166,44,EV035,,NE,WB,VANOWEN NS WOODMAN,1982/08/19 00:00:00+00,2,532,C5,A,AD SHELTERS,LOS ANGELES,34.1938,-118.4292,Type: AD SHELTERS\nLocation:  VANOWEN NS WOODMAN\nCouncil District:  2\nDate:  8/19/1982\nSerial: EV035\nPermit:  
-118.375500000008,34.1404000000083,45,EV114,,NW,WB,VENTURA FS EUREKA DR.,1984/05/04 00:00:00+00,2,562,J6,A,AD SHELTERS,LOS ANGELES,34.1404,-118.3755,Type: AD SHELTERS\nLocation:  VENTURA FS EUREKA DR.\nCouncil District:  2\nDate:  5/4/1984\nSerial: EV114\nPermit:  
-118.381000000013,34.1397000000327,46,EV112,,NE,WB,VENTURA NS ARCH DR.,1984/05/04 00:00:00+00,2,562,J6,A,AD SHELTERS,LOS ANGELES,34.1397,-118.381,Type: AD SHELTERS\nLocation:  VENTURA NS ARCH DR.\nCouncil District:  2\nDate:  5/4/1984\nSerial: EV112\nPermit:  
-118.369399999952,34.1404000000083,47,RB003,,NW,WB,VENTURA FS VINELAND,2001/03/01 00:00:00+00,2,563,A6,canopy,RAPID BUS,LA RAPID BUS,34.1404,-118.3694,Type: RAPID BUS\nLocation:  VENTURA FS VINELAND\nCouncil District:  2\nDate:  3/1/2001\nSerial: RB003\nPermit:  
-118.438299999812,34.1491000000052,48,EV173,,SE,EB,VENTURA FS HAZELTINE,1988/12/20 00:00:00+00,2,562,B5,A,AD SHELTERS,LOS ANGELES,34.1491,-118.4383,Type: AD SHELTERS\nLocation:  VENTURA FS HAZELTINE\nCouncil District:  2\nDate:  12/20/1988\nSerial: EV173\nPermit:  
-118.438299999812,34.1491000000052,49,EV121,,NE,WB,VENTURA NS HAZELTINE,2000/04/19 00:00:00+00,2,562,B5,A,AD SHELTERS,LOS ANGELES,34.1491,-118.4383,Type: AD SHELTERS\nLocation:  VENTURA NS HAZELTINE\nCouncil District:  2\nDate:  4/19/2000\nSerial: EV121\nPermit:  
-118.411899999874,34.1448999999334,50,EV525,,SW,EB,VENTURA NS ALCOVE-aka Coldwater,2000/11/16 00:00:00+00,2,562,E5,A,AD SHELTERS,LOS ANGELES,34.1449,-118.4119,Type: AD SHELTERS\nLocation:  VENTURA NS ALCOVE-aka Coldwater\nCouncil District:  2\nDate:  11/16/2000\nSerial: EV525\nPermit:  
-118.411899999874,34.1448999999334,51,EV526,,NE,WB,VENTURA NS COLDWATER CYN.,2000/11/16 00:00:00+00,2,562,E5,C1SW,AD SHELTERS,LOS ANGELES,34.1449,-118.4119,Type: AD SHELTERS\nLocation:  VENTURA NS COLDWATER CYN.\nCouncil District:  2\nDate:  11/16/2000\nSerial: EV526\nPermit:  
-118.410899999791,34.1447999998294,52,EV119,,SW,EB,VENTURA NS GOODLAND,1983/12/12 00:00:00+00,2,562,E5,A,AD SHELTERS,LOS ANGELES,34.1448,-118.4109,Type: AD SHELTERS\nLocation:  VENTURA NS GOODLAND\nCouncil District:  2\nDate:  12/12/1983\nSerial: EV119\nPermit:  
-118.410899999791,34.1444000000885,53,EV321,,NE,WB,VENTURA NS GOODLAND LANI-2,1996/09/05 00:00:00+00,2,562,E5,A,AD SHELTERS,LOS ANGELES,34.1444,-118.4109,Type: AD SHELTERS\nLocation:  VENTURA NS GOODLAND LANI-2\nCouncil District:  2\nDate:  9/5/1996\nSerial: EV321\nPermit:  
-118.411899999874,34.1448999999334,54,RB006,,SE,EB,VENTURA FS COLDWATER CYN.,2001/03/01 00:00:00+00,2,562,E5,mta,RAPID BUS,LA RAPID BUS,34.1449,-118.4119,Type: RAPID BUS\nLocation:  VENTURA FS COLDWATER CYN.\nCouncil District:  2\nDate:  3/1/2001\nSerial: RB006\nPermit:  
-118.408500000042,34.1440999998764,55,EV219,,NS,WB,VENTURA AT SPORTS CENTER,1988/12/29 00:00:00+00,2,562,F5,A,AD SHELTERS,LOS ANGELES,34.1441,-118.4085,Type: AD SHELTERS\nLocation:  VENTURA AT SPORTS CENTER\nCouncil District:  2\nDate:  12/29/1988\nSerial: EV219\nPermit:  
-118.404300000144,34.1428000000302,56,EV118,,SE,EB,VENTURA FS LAUREL TERRACE DR.,2002/01/30 00:00:00+00,2,562,F5,D1MG,AD SHELTERS,LOS ANGELES,34.1428,-118.4043,Type: AD SHELTERS\nLocation:  VENTURA FS LAUREL TERRACE DR.\nCouncil District:  2\nDate:  1/30/2002\nSerial: EV118\nPermit:  
-118.404100000127,34.1428000000302,57,EV152,,NW,WB,VENTURA FS WHITSETT-LANI-2,1996/08/22 00:00:00+00,2,562,F5,A,AD SHELTERS,LOS ANGELES,34.1428,-118.4041,Type: AD SHELTERS\nLocation:  VENTURA FS WHITSETT-LANI-2\nCouncil District:  2\nDate:  8/22/1996\nSerial: EV152\nPermit:  
-118.390499999901,34.1428000000302,58,EV154,,NW,WB,VENTURA FS CARPENTER-LANI-2,1996/08/08 00:00:00+00,2,562,G5,A,AD SHELTERS,LOS ANGELES,34.1428,-118.3905,Type: AD SHELTERS\nLocation:  VENTURA FS CARPENTER-LANI-2\nCouncil District:  2\nDate:  8/8/1996\nSerial: EV154\nPermit:  
-118.39109999995,34.1431999999116,59,EV115,,SE,EB,VENTURA FS RADFORD,1983/04/18 00:00:00+00,2,562,G5,A,AD SHELTERS,LOS ANGELES,34.1432,-118.3911,Type: AD SHELTERS\nLocation:  VENTURA FS RADFORD\nCouncil District:  2\nDate:  4/18/1983\nSerial: EV115\nPermit:  
-118.393200000124,34.1436000001296,60,EV153,,NW,WB,VENTURA FS VENTURA PLACE,1987/03/20 00:00:00+00,2,562,G5,A,AD SHELTERS,LOS ANGELES,34.1436,-118.3932,Type: AD SHELTERS\nLocation:  VENTURA FS VENTURA PLACE\nCouncil District:  2\nDate:  3/20/1987\nSerial: EV153\nPermit:  
-118.393200000124,34.1436000001296,61,EV003,,NE,WB,VENTURA NS LAUREL CYN.,2000/11/14 00:00:00+00,2,562,G5,A,AD SHELTERS,LOS ANGELES,34.1436,-118.3932,Type: AD SHELTERS\nLocation:  VENTURA NS LAUREL CYN.\nCouncil District:  2\nDate:  11/14/2000\nSerial: EV003\nPermit:  
-118.39579999989,34.1456999998494,62,EV060,,SW,EB,VENTURA NS LAUREL CYN.,2000/11/30 00:00:00+00,2,562,G5,A,AD SHELTERS,LOS ANGELES,34.1457,-118.3958,Type: AD SHELTERS\nLocation:  VENTURA NS LAUREL CYN.\nCouncil District:  2\nDate:  11/30/2000\nSerial: EV060\nPermit:  
-118.39579999989,34.1456999998494,63,RB004,,SE,EB,VENTURA FS LAUREL CYN.,2001/03/01 00:00:00+00,2,562,G5,canopy,RAPID BUS,LA RAPID BUS,34.1457,-118.3958,Type: RAPID BUS\nLocation:  VENTURA FS LAUREL CYN.\nCouncil District:  2\nDate:  3/1/2001\nSerial: RB004\nPermit:  
-118.39579999989,34.1456999998494,64,RB005,,NW,WB,VENTURA FS LAUREL CYN.,2001/03/01 00:00:00+00,2,562,G5,mta,RAPID BUS,LA RAPID BUS,34.1457,-118.3958,Type: RAPID BUS\nLocation:  VENTURA FS LAUREL CYN.\nCouncil District:  2\nDate:  3/1/2001\nSerial: RB005\nPermit:  
-118.377600000181,34.139899999927,65,EV006,,SE,EB,VENTURA FS TUJUNGA,1982/10/12 00:00:00+00,2,562,H5,A,AD SHELTERS,LOS ANGELES,34.1399,-118.3776,Type: AD SHELTERS\nLocation:  VENTURA FS TUJUNGA\nCouncil District:  2\nDate:  10/12/1982\nSerial: EV006\nPermit:  
-118.377900000206,34.139899999927,66,EV007,,NE,WB,VENTURA NS TUJUNGA,1982/06/16 00:00:00+00,2,562,H5,A,AD SHELTERS,LOS ANGELES,34.1399,-118.3779,Type: AD SHELTERS\nLocation:  VENTURA NS TUJUNGA\nCouncil District:  2\nDate:  6/16/1982\nSerial: EV007\nPermit:  
-118.385999999978,34.1409999999921,67,EV155,,SE,EB,VENTURA FS COLFAX,1987/03/20 00:00:00+00,2,562,H6,A,AD SHELTERS,LOS ANGELES,34.141,-118.386,Type: AD SHELTERS\nLocation:  VENTURA FS COLFAX\nCouncil District:  2\nDate:  3/20/1987\nSerial: EV155\nPermit:  
-118.386600000027,34.1414999998839,68,EV320,,NW,WB,VENTURA FS COLFAX-LANI-2,1996/08/08 00:00:00+00,2,562,H6,A,AD SHELTERS,LOS ANGELES,34.1415,-118.3866,Type: AD SHELTERS\nLocation:  VENTURA FS COLFAX-LANI-2\nCouncil District:  2\nDate:  8/8/1996\nSerial: EV320\nPermit:  
-118.383599999779,34.1413000000592,69,EV530,,NW,WB,VENTURA FS BERRY DR.,2000/11/30 00:00:00+00,2,562,J6,C1SW,AD SHELTERS,LOS ANGELES,34.1413,-118.3836,Type: AD SHELTERS\nLocation:  VENTURA FS BERRY DR.\nCouncil District:  2\nDate:  11/30/2000\nSerial: EV530\nPermit:  
-118.383599999779,34.1413000000592,70,EV531,,SW,EB,VENTURA NS BERRY DR.,2000/11/30 00:00:00+00,2,562,J6,C1SW,AD SHELTERS,LOS ANGELES,34.1413,-118.3836,Type: AD SHELTERS\nLocation:  VENTURA NS BERRY DR.\nCouncil District:  2\nDate:  11/30/2000\nSerial: EV531\nPermit:  
-118.392500000066,34.1438999998867,71,EV141,,SW,EB,VENTURA PLACE NS VENTURA BL.,1984/08/17 00:00:00+00,2,562,G5,A,AD SHELTERS,LOS ANGELES,34.1439,-118.3925,Type: AD SHELTERS\nLocation:  VENTURA PLACE NS VENTURA BL.\nCouncil District:  2\nDate:  8/17/1984\nSerial: EV141\nPermit:  
-118.413199999981,34.186600000037,72,EV017,,SW,EB,VICTORY NS COLDWATER CYN.,1982/09/28 00:00:00+00,2,532,E6,A,AD SHELTERS,LOS ANGELES,34.1866,-118.4132,Type: AD SHELTERS\nLocation:  VICTORY NS COLDWATER CYN.\nCouncil District:  2\nDate:  9/28/1982\nSerial: EV017\nPermit:  
-118.386199999994,34.1864999999027,73,EV022,,NE,WB,VICTORY NS LANKERSHIM,1982/09/22 00:00:00+00,2,532,H6,A,AD SHELTERS,LOS ANGELES,34.1865,-118.3862,Type: AD SHELTERS\nLocation:  VICTORY NS LANKERSHIM\nCouncil District:  2\nDate:  9/22/1982\nSerial: EV022\nPermit:  
-118.395499999865,34.186600000037,74,LA008,,NW,WB,VICTORY FS LAUREL CYN.,1979/09/28 00:00:00+00,2,532,G6,B,AD SHELTERS,LOS ANGELES,34.1866,-118.3955,Type: AD SHELTERS\nLocation:  VICTORY FS LAUREL CYN.\nCouncil District:  2\nDate:  9/28/1979\nSerial: LA008\nPermit:  
-118.395499999865,34.186600000037,75,EV126,,SE,EB,VICTORY FS LAUREL CYN.,1984/05/04 00:00:00+00,2,532,G6,A,AD SHELTERS,LOS ANGELES,34.1866,-118.3955,Type: AD SHELTERS\nLocation:  VICTORY FS LAUREL CYN.\nCouncil District:  2\nDate:  5/4/1984\nSerial: EV126\nPermit:  
-118.368599999886,34.186600000037,76,EV023,,SE,EB,VICTORY FS VINELAND,1992/11/20 00:00:00+00,2,533,A6,B,AD SHELTERS,LOS ANGELES,34.1866,-118.3686,Type: AD SHELTERS\nLocation:  VICTORY FS VINELAND\nCouncil District:  2\nDate:  11/20/1992\nSerial: EV023\nPermit:  
-118.430300000048,34.186600000037,77,EV034,,NE,WB,VICTORY NS WOODMAN,1982/11/01 00:00:00+00,2,532,C6,B,AD SHELTERS,LOS ANGELES,34.1866,-118.4303,Type: AD SHELTERS\nLocation:  VICTORY NS WOODMAN\nCouncil District:  2\nDate:  11/1/1982\nSerial: EV034\nPermit:  
-118.430600000073,34.1844000001631,78,EV080,,SE,NB,WOODMAN NS VICTORY,1982/10/18 00:00:00+00,2,532,C6,A,AD SHELTERS,LOS ANGELES,34.1844,-118.4306,Type: AD SHELTERS\nLocation:  WOODMAN NS VICTORY\nCouncil District:  2\nDate:  10/18/1982\nSerial: EV080\nPermit:  
-118.329799999821,33.9930000001229,79,CD057,,NE,WB,54TH NS CRENSHAW,1982/10/22 00:00:00+00,8,673,F4,A,AD SHELTERS,LOS ANGELES,33.993,-118.3298,Type: AD SHELTERS\nLocation:  54TH NS CRENSHAW\nCouncil District:  8\nDate:  10/22/1982\nSerial: CD057\nPermit:  
-118.307999999815,33.9930000001229,80,CD216,,SW,EB,54TH NS WESTERN,1983/02/14 00:00:00+00,8,673,J4,A,AD SHELTERS,LOS ANGELES,33.993,-118.308,Type: AD SHELTERS\nLocation:  54TH NS WESTERN\nCouncil District:  8\nDate:  2/14/1983\nSerial: CD216\nPermit:  
